invoice_id,order_id,vendor_name,invoice_amount,tax_amount,net_total,invoice_date,due_date,status
INV-2026-1050,ord_live_1050,Cashfree Payments India Pvt Ltd,68655.0,12357.9,81012.9,2026-08-04 13:17:18,2026-09-03 13:17:18,ISSUED
INV-2026-1051,ord_live_1051,PhonePe Merchant Services,1506.0,271.08,1777.08,2026-08-09 17:32:31,2026-09-08 17:32:31,ISSUED
INV-2026-1052,ord_live_1052,BillDesk Technology Services,966.0,173.88,1139.88,2026-07-17 10:00:21,2026-08-16 10:00:21,ISSUED
INV-2026-1053,ord_live_1053,PhonePe Merchant Services,96179.0,17312.22,113491.22,2026-08-16 23:35:45,2026-09-15 23:35:45,ISSUED
INV-2026-1054,ord_live_1054,PhonePe Merchant Services,253.0,45.54,298.54,2026-08-13 13:34:02,2026-09-12 13:34:02,ISSUED
INV-2026-1055,ord_live_1055,Razorpay Software Private Limited,16083.0,2894.94,18977.94,2026-07-08 10:19:23,2026-08-07 10:19:23,ISSUED
INV-2026-1056,ord_live_1056,Cashfree Payments India Pvt Ltd,610.0,109.8,719.8,2026-08-11 12:22:49,2026-09-10 12:22:49,ISSUED
INV-2026-1057,ord_live_1057,PhonePe Merchant Services,9757.0,1756.26,11513.26,2026-07-10 14:56:26,2026-08-09 14:56:26,ISSUED
INV-2026-1058,ord_live_1058,Paytm Payments Bank Ltd,12885.0,2319.3,15204.3,2026-08-19 22:51:42,2026-09-18 22:51:42,ISSUED
INV-2026-1059,ord_live_1059,Razorpay Software Private Limited,1535.0,276.3,1811.3,2026-07-06 21:55:02,2026-08-05 21:55:02,ISSUED
INV-2026-1060,ord_live_1060,PhonePe Merchant Services,1979.0,356.22,2335.2200000000003,2026-07-29 20:19:52,2026-08-28 20:19:52,ISSUED
INV-2026-1061,ord_live_1061,Cashfree Payments India Pvt Ltd,494.0,88.92,582.92,2026-07-25 19:17:55,2026-08-24 19:17:55,ISSUED
INV-2026-1062,ord_live_1062,BillDesk Technology Services,1142.0,205.56,1347.56,2026-07-26 06:53:34,2026-08-25 06:53:34,ISSUED
INV-2026-1063,ord_live_1063,Razorpay Software Private Limited,633.0,113.94,746.94,2026-07-12 03:16:02,2026-08-11 03:16:02,ISSUED
INV-2026-1064,ord_live_1064,BillDesk Technology Services,1591.0,286.38,1877.38,2026-08-19 19:27:38,2026-09-18 19:27:38,ISSUED
INV-2026-1065,ord_live_1065,BillDesk Technology Services,32457.0,5842.26,38299.26,2026-07-16 10:45:27,2026-08-15 10:45:27,ISSUED
INV-2026-1066,ord_live_1066,Cashfree Payments India Pvt Ltd,55287.0,9951.66,65238.66,2026-08-13 08:47:47,2026-09-12 08:47:47,ISSUED
INV-2026-1067,ord_live_1067,Paytm Payments Bank Ltd,1459.0,262.62,1721.62,2026-07-22 04:20:42,2026-08-21 04:20:42,ISSUED
INV-2026-1068,ord_live_1068,Razorpay Software Private Limited,53234.0,9582.12,62816.12,2026-07-20 06:26:20,2026-08-19 06:26:20,ISSUED
INV-2026-1069,ord_live_1069,Razorpay Software Private Limited,359.0,64.62,423.62,2026-07-12 22:42:24,2026-08-11 22:42:24,ISSUED
INV-2026-1070,ord_live_1070,BillDesk Technology Services,15306.0,2755.08,18061.08,2026-08-04 09:19:18,2026-09-03 09:19:18,ISSUED
INV-2026-1071,ord_live_1071,BillDesk Technology Services,12559.0,2260.62,14819.619999999999,2026-07-29 23:28:43,2026-08-28 23:28:43,ISSUED
INV-2026-1072,ord_live_1072,Cashfree Payments India Pvt Ltd,7560.0,1360.8,8920.8,2026-08-11 11:18:32,2026-09-10 11:18:32,ISSUED
INV-2026-1073,ord_live_1073,Paytm Payments Bank Ltd,69226.0,12460.68,81686.68,2026-07-16 06:19:14,2026-08-15 06:19:14,ISSUED
INV-2026-1074,ord_live_1074,Paytm Payments Bank Ltd,600.0,108.0,708.0,2026-07-31 04:54:49,2026-08-30 04:54:49,ISSUED
INV-2026-1075,ord_live_1075,Cashfree Payments India Pvt Ltd,1388.0,249.84,1637.84,2026-08-05 15:45:44,2026-09-04 15:45:44,ISSUED
INV-2026-1076,ord_live_1076,Paytm Payments Bank Ltd,401.0,72.18,473.18,2026-08-11 07:00:57,2026-09-10 07:00:57,ISSUED
INV-2026-1077,ord_live_1077,BillDesk Technology Services,1745.0,314.1,2059.1,2026-08-14 01:29:03,2026-09-13 01:29:03,ISSUED
INV-2026-1078,ord_live_1078,Razorpay Software Private Limited,17225.0,3100.5,20325.5,2026-08-12 01:35:38,2026-09-11 01:35:38,ISSUED
INV-2026-1079,ord_live_1079,BillDesk Technology Services,18540.0,3337.2,21877.2,2026-07-28 02:28:57,2026-08-27 02:28:57,ISSUED
INV-2026-1080,ord_live_1080,BillDesk Technology Services,49495.0,8909.1,58404.1,2026-07-16 16:53:40,2026-08-15 16:53:40,ISSUED
INV-2026-1081,ord_live_1081,BillDesk Technology Services,9839.0,1771.02,11610.02,2026-07-17 23:04:45,2026-08-16 23:04:45,ISSUED
INV-2026-1082,ord_live_1082,Razorpay Software Private Limited,753.0,135.54,888.54,2026-08-03 11:08:09,2026-09-02 11:08:09,ISSUED
INV-2026-1083,ord_live_1083,BillDesk Technology Services,9010.0,1621.8,10631.8,2026-07-04 22:26:21,2026-08-03 22:26:21,ISSUED
INV-2026-1084,ord_live_1084,Razorpay Software Private Limited,1804.0,324.72,2128.7200000000003,2026-07-26 21:57:49,2026-08-25 21:57:49,ISSUED
INV-2026-1085,ord_live_1085,PhonePe Merchant Services,111.0,19.98,130.98,2026-07-22 18:48:24,2026-08-21 18:48:24,ISSUED
INV-2026-1086,ord_live_1086,Cashfree Payments India Pvt Ltd,19895.0,3581.1,23476.1,2026-08-07 16:31:14,2026-09-06 16:31:14,ISSUED
INV-2026-1087,ord_live_1087,BillDesk Technology Services,14742.0,2653.56,17395.56,2026-07-22 06:43:51,2026-08-21 06:43:51,ISSUED
INV-2026-1088,ord_live_1088,Paytm Payments Bank Ltd,1056.0,190.08,1246.08,2026-07-09 04:34:01,2026-08-08 04:34:01,ISSUED
INV-2026-1089,ord_live_1089,BillDesk Technology Services,2888.0,519.84,3407.84,2026-07-06 05:27:08,2026-08-05 05:27:08,ISSUED
INV-2026-1090,ord_live_1090,Razorpay Software Private Limited,875.0,157.5,1032.5,2026-07-20 15:29:20,2026-08-19 15:29:20,ISSUED
INV-2026-1091,ord_live_1091,Paytm Payments Bank Ltd,1802.0,324.36,2126.36,2026-07-26 17:53:05,2026-08-25 17:53:05,ISSUED
INV-2026-1092,ord_live_1092,PhonePe Merchant Services,3706.0,667.08,4373.08,2026-07-22 16:41:04,2026-08-21 16:41:04,ISSUED
INV-2026-1093,ord_live_1093,PhonePe Merchant Services,33065.0,5951.7,39016.7,2026-07-02 04:09:15,2026-08-01 04:09:15,ISSUED
INV-2026-1094,ord_live_1094,PhonePe Merchant Services,9142.0,1645.56,10787.56,2026-07-30 07:16:49,2026-08-29 07:16:49,ISSUED
INV-2026-1095,ord_live_1095,Razorpay Software Private Limited,5753.0,1035.54,6788.54,2026-08-18 14:19:06,2026-09-17 14:19:06,ISSUED
INV-2026-1096,ord_live_1096,Paytm Payments Bank Ltd,14298.0,2573.64,16871.64,2026-07-26 07:12:04,2026-08-25 07:12:04,ISSUED
INV-2026-1097,ord_live_1097,PhonePe Merchant Services,11882.0,2138.76,14020.76,2026-08-13 04:51:07,2026-09-12 04:51:07,ISSUED
INV-2026-1098,ord_live_1098,BillDesk Technology Services,14142.0,2545.56,16687.56,2026-07-05 01:41:21,2026-08-04 01:41:21,ISSUED
INV-2026-1099,ord_live_1099,Cashfree Payments India Pvt Ltd,26916.0,4844.88,31760.88,2026-07-27 20:40:57,2026-08-26 20:40:57,ISSUED
INV-2026-1100,ord_live_1100,Cashfree Payments India Pvt Ltd,459.0,82.62,541.62,2026-08-16 01:41:17,2026-09-15 01:41:17,ISSUED
INV-2026-1101,ord_live_1101,Razorpay Software Private Limited,1596.0,287.28,1883.28,2026-08-06 17:20:54,2026-09-05 17:20:54,ISSUED
INV-2026-1102,ord_live_1102,Razorpay Software Private Limited,1022.0,183.96,1205.96,2026-07-15 23:36:39,2026-08-14 23:36:39,ISSUED
INV-2026-1103,ord_live_1103,Cashfree Payments India Pvt Ltd,1841.0,331.38,2172.38,2026-07-20 14:31:13,2026-08-19 14:31:13,ISSUED
INV-2026-1104,ord_live_1104,BillDesk Technology Services,1901.0,342.18,2243.18,2026-08-08 07:56:17,2026-09-07 07:56:17,ISSUED
INV-2026-1105,ord_live_1105,Paytm Payments Bank Ltd,25610.0,4609.8,30219.8,2026-07-16 08:26:31,2026-08-15 08:26:31,ISSUED
INV-2026-1106,ord_live_1106,Cashfree Payments India Pvt Ltd,18083.0,3254.94,21337.94,2026-07-28 09:05:18,2026-08-27 09:05:18,ISSUED
INV-2026-1107,ord_live_1107,PhonePe Merchant Services,12033.0,2165.94,14198.94,2026-08-12 03:23:30,2026-09-11 03:23:30,ISSUED
INV-2026-1108,ord_live_1108,Cashfree Payments India Pvt Ltd,147141.0,26485.38,173626.38,2026-07-21 20:44:29,2026-08-20 20:44:29,ISSUED
INV-2026-1109,ord_live_1109,Razorpay Software Private Limited,346.0,62.28,408.28,2026-08-15 15:20:07,2026-09-14 15:20:07,ISSUED
INV-2026-1110,ord_live_1110,Cashfree Payments India Pvt Ltd,1090.0,196.2,1286.2,2026-07-18 08:37:48,2026-08-17 08:37:48,ISSUED
INV-2026-1111,ord_live_1111,BillDesk Technology Services,39414.0,7094.52,46508.520000000004,2026-07-14 20:11:19,2026-08-13 20:11:19,ISSUED
INV-2026-1112,ord_live_1112,Razorpay Software Private Limited,10988.0,1977.84,12965.84,2026-07-02 10:35:18,2026-08-01 10:35:18,ISSUED
INV-2026-1113,ord_live_1113,Paytm Payments Bank Ltd,52170.0,9390.6,61560.6,2026-07-06 09:36:18,2026-08-05 09:36:18,ISSUED
INV-2026-1114,ord_live_1114,Paytm Payments Bank Ltd,476.0,85.68,561.6800000000001,2026-07-03 17:55:30,2026-08-02 17:55:30,ISSUED
INV-2026-1115,ord_live_1115,Cashfree Payments India Pvt Ltd,250.0,45.0,295.0,2026-08-06 05:43:03,2026-09-05 05:43:03,ISSUED
INV-2026-1116,ord_live_1116,Paytm Payments Bank Ltd,39912.0,7184.16,47096.16,2026-07-05 16:07:35,2026-08-04 16:07:35,ISSUED
INV-2026-1117,ord_live_1117,Paytm Payments Bank Ltd,9395.0,1691.1,11086.1,2026-08-19 01:24:28,2026-09-18 01:24:28,ISSUED
INV-2026-1118,ord_live_1118,PhonePe Merchant Services,48103.0,8658.54,56761.54,2026-07-20 03:39:03,2026-08-19 03:39:03,ISSUED
INV-2026-1119,ord_live_1119,Cashfree Payments India Pvt Ltd,10671.0,1920.78,12591.78,2026-08-11 11:10:15,2026-09-10 11:10:15,ISSUED
INV-2026-1120,ord_live_1120,BillDesk Technology Services,104.0,18.72,122.72,2026-07-26 23:44:38,2026-08-25 23:44:38,ISSUED
INV-2026-1121,ord_live_1121,Razorpay Software Private Limited,689.0,124.02,813.02,2026-08-14 18:44:55,2026-09-13 18:44:55,ISSUED
INV-2026-1122,ord_live_1122,BillDesk Technology Services,10668.0,1920.24,12588.24,2026-08-20 05:37:42,2026-09-19 05:37:42,ISSUED
INV-2026-1123,ord_live_1123,Razorpay Software Private Limited,559.0,100.62,659.62,2026-08-10 13:58:17,2026-09-09 13:58:17,ISSUED
INV-2026-1124,ord_live_1124,PhonePe Merchant Services,1722.0,309.96,2031.96,2026-07-20 04:47:52,2026-08-19 04:47:52,ISSUED
INV-2026-1125,ord_live_1125,PhonePe Merchant Services,1509.0,271.62,1780.62,2026-07-20 07:25:17,2026-08-19 07:25:17,ISSUED
INV-2026-1126,ord_live_1126,Razorpay Software Private Limited,180.0,32.4,212.4,2026-07-28 08:20:38,2026-08-27 08:20:38,ISSUED
INV-2026-1127,ord_live_1127,PhonePe Merchant Services,1479.0,266.22,1745.22,2026-08-06 03:01:48,2026-09-05 03:01:48,ISSUED
INV-2026-1128,ord_live_1128,Cashfree Payments India Pvt Ltd,1647.0,296.46,1943.46,2026-07-12 00:33:41,2026-08-11 00:33:41,ISSUED
INV-2026-1129,ord_live_1129,Cashfree Payments India Pvt Ltd,1297.0,233.46,1530.46,2026-07-28 05:52:31,2026-08-27 05:52:31,ISSUED
INV-2026-1130,ord_live_1130,BillDesk Technology Services,781.0,140.58,921.58,2026-07-21 06:06:54,2026-08-20 06:06:54,ISSUED
INV-2026-1131,ord_live_1131,BillDesk Technology Services,1113.0,200.34,1313.34,2026-07-19 06:25:52,2026-08-18 06:25:52,ISSUED
INV-2026-1132,ord_live_1132,PhonePe Merchant Services,615.0,110.7,725.7,2026-07-20 12:49:25,2026-08-19 12:49:25,ISSUED
INV-2026-1133,ord_live_1133,BillDesk Technology Services,50276.0,9049.68,59325.68,2026-07-26 10:12:33,2026-08-25 10:12:33,ISSUED
INV-2026-1134,ord_live_1134,Paytm Payments Bank Ltd,16484.0,2967.12,19451.12,2026-08-17 10:13:17,2026-09-16 10:13:17,ISSUED
INV-2026-1135,ord_live_1135,PhonePe Merchant Services,1529.0,275.22,1804.22,2026-07-31 12:01:40,2026-08-30 12:01:40,ISSUED
INV-2026-1136,ord_live_1136,Paytm Payments Bank Ltd,1227.0,220.86,1447.8600000000001,2026-07-01 02:26:05,2026-07-31 02:26:05,ISSUED
INV-2026-1137,ord_live_1137,PhonePe Merchant Services,5849.0,1052.82,6901.82,2026-08-10 13:31:59,2026-09-09 13:31:59,ISSUED
INV-2026-1138,ord_live_1138,Cashfree Payments India Pvt Ltd,15614.0,2810.52,18424.52,2026-07-31 00:15:29,2026-08-30 00:15:29,ISSUED
INV-2026-1139,ord_live_1139,BillDesk Technology Services,1326.0,238.68,1564.68,2026-08-02 08:56:08,2026-09-01 08:56:08,ISSUED
INV-2026-1140,ord_live_1140,Cashfree Payments India Pvt Ltd,15596.0,2807.28,18403.28,2026-07-22 01:17:52,2026-08-21 01:17:52,ISSUED
INV-2026-1141,ord_live_1141,Cashfree Payments India Pvt Ltd,18044.0,3247.92,21291.92,2026-07-09 23:34:30,2026-08-08 23:34:30,ISSUED
INV-2026-1142,ord_live_1142,Paytm Payments Bank Ltd,19807.0,3565.26,23372.260000000002,2026-07-24 23:59:20,2026-08-23 23:59:20,ISSUED
INV-2026-1143,ord_live_1143,Cashfree Payments India Pvt Ltd,883.0,158.94,1041.94,2026-07-14 22:02:20,2026-08-13 22:02:20,ISSUED
INV-2026-1144,ord_live_1144,PhonePe Merchant Services,44984.0,8097.12,53081.12,2026-07-25 06:50:52,2026-08-24 06:50:52,ISSUED
INV-2026-1145,ord_live_1145,Cashfree Payments India Pvt Ltd,91548.0,16478.64,108026.64,2026-08-02 03:21:55,2026-09-01 03:21:55,ISSUED
INV-2026-1146,ord_live_1146,Razorpay Software Private Limited,1963.0,353.34,2316.34,2026-07-29 09:46:09,2026-08-28 09:46:09,ISSUED
INV-2026-1147,ord_live_1147,Paytm Payments Bank Ltd,84808.0,15265.44,100073.44,2026-07-30 17:21:39,2026-08-29 17:21:39,ISSUED
INV-2026-1148,ord_live_1148,Razorpay Software Private Limited,771.0,138.78,909.78,2026-08-13 02:24:20,2026-09-12 02:24:20,ISSUED
INV-2026-1149,ord_live_1149,Cashfree Payments India Pvt Ltd,239.0,43.02,282.02,2026-07-16 05:43:58,2026-08-15 05:43:58,ISSUED
INV-2026-1150,ord_live_1150,Razorpay Software Private Limited,16220.0,2919.6,19139.6,2026-07-07 05:45:55,2026-08-06 05:45:55,ISSUED
INV-2026-1151,ord_live_1151,Razorpay Software Private Limited,1162.0,209.16,1371.16,2026-07-01 10:20:50,2026-07-31 10:20:50,ISSUED
INV-2026-1152,ord_live_1152,Razorpay Software Private Limited,1431.0,257.58,1688.58,2026-07-09 16:33:26,2026-08-08 16:33:26,ISSUED
INV-2026-1153,ord_live_1153,PhonePe Merchant Services,1797.0,323.46,2120.46,2026-07-25 04:43:15,2026-08-24 04:43:15,ISSUED
INV-2026-1154,ord_live_1154,BillDesk Technology Services,1493.0,268.74,1761.74,2026-08-09 17:29:16,2026-09-08 17:29:16,ISSUED
INV-2026-1155,ord_live_1155,Razorpay Software Private Limited,64857.0,11674.26,76531.26,2026-08-03 14:04:28,2026-09-02 14:04:28,ISSUED
INV-2026-1156,ord_live_1156,BillDesk Technology Services,1417.0,255.06,1672.06,2026-08-13 17:29:54,2026-09-12 17:29:54,ISSUED
INV-2026-1157,ord_live_1157,Paytm Payments Bank Ltd,138786.0,24981.48,163767.48,2026-07-06 16:24:36,2026-08-05 16:24:36,ISSUED
INV-2026-1158,ord_live_1158,Paytm Payments Bank Ltd,1981.0,356.58,2337.58,2026-07-18 09:53:42,2026-08-17 09:53:42,ISSUED
INV-2026-1159,ord_live_1159,Paytm Payments Bank Ltd,2320.0,417.6,2737.6,2026-08-13 08:03:58,2026-09-12 08:03:58,ISSUED
INV-2026-1160,ord_live_1160,Razorpay Software Private Limited,9990.0,1798.2,11788.2,2026-08-07 20:14:40,2026-09-06 20:14:40,ISSUED
INV-2026-1161,ord_live_1161,PhonePe Merchant Services,2096.0,377.28,2473.2799999999997,2026-08-16 06:43:53,2026-09-15 06:43:53,ISSUED
INV-2026-1162,ord_live_1162,PhonePe Merchant Services,1834.0,330.12,2164.12,2026-08-10 10:19:50,2026-09-09 10:19:50,ISSUED
INV-2026-1163,ord_live_1163,BillDesk Technology Services,6756.0,1216.08,7972.08,2026-07-05 18:20:47,2026-08-04 18:20:47,ISSUED
INV-2026-1164,ord_live_1164,Razorpay Software Private Limited,2159.0,388.62,2547.62,2026-08-03 20:33:32,2026-09-02 20:33:32,ISSUED
INV-2026-1165,ord_live_1165,Cashfree Payments India Pvt Ltd,2237.0,402.66,2639.66,2026-07-30 18:47:55,2026-08-29 18:47:55,ISSUED
INV-2026-1166,ord_live_1166,Cashfree Payments India Pvt Ltd,4467.0,804.06,5271.0599999999995,2026-07-09 16:55:43,2026-08-08 16:55:43,ISSUED
INV-2026-1167,ord_live_1167,Razorpay Software Private Limited,1718.0,309.24,2027.24,2026-07-25 09:16:34,2026-08-24 09:16:34,ISSUED
INV-2026-1168,ord_live_1168,BillDesk Technology Services,1632.0,293.76,1925.76,2026-08-12 17:37:24,2026-09-11 17:37:24,ISSUED
INV-2026-1169,ord_live_1169,Cashfree Payments India Pvt Ltd,17449.0,3140.82,20589.82,2026-07-02 04:56:35,2026-08-01 04:56:35,ISSUED
INV-2026-1170,ord_live_1170,BillDesk Technology Services,228.0,41.04,269.04,2026-08-09 23:58:44,2026-09-08 23:58:44,ISSUED
INV-2026-1171,ord_live_1171,Cashfree Payments India Pvt Ltd,385.0,69.3,454.3,2026-07-02 10:19:31,2026-08-01 10:19:31,ISSUED
INV-2026-1172,ord_live_1172,BillDesk Technology Services,1199.0,215.82,1414.82,2026-07-08 21:29:23,2026-08-07 21:29:23,ISSUED
INV-2026-1173,ord_live_1173,PhonePe Merchant Services,7063.0,1271.34,8334.34,2026-07-27 05:06:53,2026-08-26 05:06:53,ISSUED
INV-2026-1174,ord_live_1174,Paytm Payments Bank Ltd,671.0,120.78,791.78,2026-07-03 07:23:13,2026-08-02 07:23:13,ISSUED
INV-2026-1175,ord_live_1175,Paytm Payments Bank Ltd,122538.0,22056.84,144594.84,2026-07-07 06:23:34,2026-08-06 06:23:34,ISSUED
INV-2026-1176,ord_live_1176,BillDesk Technology Services,487.0,87.66,574.66,2026-07-07 23:05:42,2026-08-06 23:05:42,ISSUED
INV-2026-1177,ord_live_1177,BillDesk Technology Services,2699.0,485.82,3184.82,2026-07-03 19:15:08,2026-08-02 19:15:08,ISSUED
INV-2026-1178,ord_live_1178,Paytm Payments Bank Ltd,56320.0,10137.6,66457.6,2026-07-14 03:13:52,2026-08-13 03:13:52,ISSUED
INV-2026-1179,ord_live_1179,Cashfree Payments India Pvt Ltd,2092.0,376.56,2468.56,2026-07-17 13:08:34,2026-08-16 13:08:34,ISSUED
INV-2026-1180,ord_live_1180,PhonePe Merchant Services,1873.0,337.14,2210.14,2026-07-01 13:00:22,2026-07-31 13:00:22,ISSUED
